trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1499070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3107,shp-27-04,1,1
391010,31,2,"Dexter Ave to Jackson & Wagnor",,1,11201,shp-31-51,1,1
4012020,62,3,"U-M - State St to Wolverine Tower",,0,12402,shp-62-54,1,1
1239070,42,1,"Forest - MacArthur to MacArthur & Harris",,1,9607,shp-42-03,1,1
3785070,67,1,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13607,shp-67-05,1,1
2125010,5,2,"Packard to Meijer: Carpenter Rd",,1,10401,shp-5-08,1,1
53020,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,7202,shp-46-51,1,1
1728070,30,1,"Jackson Rd to BTC",,0,3407,shp-30-51,1,1
1427010,26,2,"Scio Church to Scio Ridge",,1,10301,shp-26-02,1,1
2398010,32,2,"Miller - Maple to Blake Transit Ctr",,0,4501,shp-32-06,1,1
1392020,29,3,"Liberty to Blake Transit Ctr",,0,1202,shp-29-01,1,1
7020,33,3,"Newport to Warrington & Newport",,1,3402,shp-33-51,1,1
2027070,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8007,shp-43-51,1,1
3727010,47,2,"47 Harriet Michigan to YTC",,0,10001,shp-47-51,1,1
229070,47,1,"47 Harriet Michigan to YTC",,0,8007,shp-47-51,1,1
412020,4,3,"Washtenaw to YTC",,1,6002,shp-4-55,1,1
2020020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11802,shp-6-51,1,1
124070,43,1,"E Michigan Ave to Holmes & Ridge",,1,8007,shp-43-02,1,1
1881020,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,7002,shp-46-51,1,1
652070,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,9207,shp-46-51,1,1
4061010,22,2,"Pontiac - Dhu Varren to Pierpont Commons",,1,501,shp-22-04,1,1
260010,31,2,"Dexter Ave to Blake Transit Ctr",,0,11201,shp-31-04,1,1
41010,32,2,"Miller - Maple to Blake Transit Ctr",,0,4501,shp-32-06,1,1
64070,30,1,"Jackson Rd to Meijer: Jackson Rd",,1,3507,shp-30-05,1,1
457020,61,3,"U-M Miller to Central Campus Transit Ctr",,0,12102,shp-61-02,1,1
66020,33,3,"Newport to Blake Transit Ctr",,0,3702,shp-33-01,1,1
2801020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11802,shp-6-51,1,1
885020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11702,shp-6-51,1,1
2869070,22,1,"Pontiac - Dhu Varren to BTC",,0,407,shp-22-01,1,1
1818020,43,3,"E Michigan Ave to Holmes & Ridge",,1,8202,shp-43-02,1,1
805020,5,3,"Packard to Meijer: Carpenter Rd",,1,10602,shp-5-08,1,1
3122020,5,3,"Packard to Meijer: Carpenter Rd",,1,10502,shp-5-08,1,1
3039070,29,1,"Liberty to Blake Transit Ctr",,0,4707,shp-29-01,1,1
2493020,23,3,"Plymouth to Plymouth Rd P&R",,1,1802,shp-23-60,1,1
3265070,31,1,"Dexter Ave to Jackson & Wagnor",,1,4607,shp-31-51,1,1
2057070,32,1,"Miller - Maple to Blake Transit Ctr",,0,4407,shp-32-06,1,1
4081020,32,3,"Miller - Maple to Pennsylvania & Maple",,1,1402,shp-32-55,1,1
2180020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,202,shp-104-52,1,1
3425020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2502,shp-27-52,1,1
1325020,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,7202,shp-46-51,1,1
1987020,47,3,"47 Harriet Michigan to YTC",,0,8002,shp-47-51,1,1
1050010,44,2,"44 Ecorse Tyler to West Willow",,1,8401,shp-44-02,1,1
3663020,104,3,"WASHTENAW EXPRESS TO BLAKE TRANSIT CENTER",,0,202,shp-104-02,1,1
3780070,25,1,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3107,shp-25-09,1,1
3062020,5,3,"Packard to Ypsilanti Transit Ctr",,1,10502,shp-5-07,1,1
3847020,3,3," Huron River to YTC",,1,7602,shp-3-53,1,1
3570010,26,2,"Scio Church to BTC",,0,10301,shp-26-01,1,1
3954010,6,2,"Ellsworth to BTC",,0,11301,shp-6-01,1,1
748020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,202,shp-104-52,1,1
113020,67,3,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,11502,shp-67-02,1,1
2009070,26,1,"Scio Church to Scio Ridge",,1,4407,shp-26-02,1,1
3520070,26,1,"Scio Church to Scio Ridge",,1,4807,shp-26-02,1,1
3710070,45,1,"Grove to Ypsilanti Transit Ctr",,0,9407,shp-45-51,1,1
1096010,45,2,"Grove to Ypsilanti Transit Ctr",,0,8501,shp-45-51,1,1
1236010,46,2,"Paint Creek to Ypsilanti Transit Ctr",,0,8501,shp-46-51,1,1
751020,6,3,"Ellsworth to Briarwood mall",,1,11502,shp-6-64,1,1
1509020,6,3,"Ellsworth to Briarwood mall",,1,11102,shp-6-64,1,1
4070020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2702,shp-27-52,1,1
4054020,31,3,"Dexter Ave to Jackson & Wagnor",,1,1402,shp-31-51,1,1
344010,6,2,"Ellsworth to BTC",,0,11501,shp-6-01,1,1
3507070,44,1,"44 Ecorse Tyler to YTC",,0,9307,shp-44-52,1,1
909020,4,3,"Washtenaw to BTC",,0,5602,shp-4-06,1,1
1168020,65,3,"U-M - Downtown - Green to CCTC",,0,12202,shp-65-03,1,1
2552020,22,3,"Pontiac - Dhu Varren to BTC",,0,3502,shp-22-01,1,1
77020,6,3,"Ellsworth to BTC",,0,11802,shp-6-01,1,1
1402020,32,3,"Miller - Maple to Pennsylvania & Maple",,1,1402,shp-32-55,1,1
2268020,44,3,"44 Ecorse Tyler to YTC",,0,7302,shp-44-52,1,1
2519020,4,3,"Washtenaw to YTC",,1,5402,shp-4-55,1,1
1487070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4507,shp-32-55,1,1
804010,46,2,"Huron Paint Creek to Huron River + Textile",,1,8401,shp-46-02,1,1
1484070,67,1,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13707,shp-67-05,1,1
3987070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,407,shp-22-04,1,1
1187010,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,10101,shp-47-02,1,1
3811020,23,3,"Plymouth to Blake Transit Ctr",,0,2202,shp-23-07,1,1
1559010,30,2,"Jackson Rd to Meijer: Jackson Rd",,1,3601,shp-30-05,1,1
1702010,43,2,"E Michigan Ave to Holmes & Ridge",,1,10001,shp-43-02,1,1
3937070,4,1,"Washtenaw to YTC",,1,5207,shp-4-55,1,1
3579070,28,1,"28 Pauline to BTC",,0,3207,shp-28-10,1,1
988020,44,3,"44 Ecorse Tyler to West Willow",,1,7202,shp-44-02,1,1
2383070,45,1,"Grove to Ypsilanti Transit Ctr",,0,9607,shp-45-51,1,1
3675020,23,3,"Plymouth to Blake Transit Ctr",,0,1802,shp-23-06,1,1
1842020,104,3,"WASHTENAW EXPRESS TO BLAKE TRANSIT CENTER",,0,202,shp-104-02,1,1
1968020,66,3,"Carpenter - Huron Pkwy to Meijer",,0,10902,shp-66-51,1,1
2566070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8007,shp-47-02,1,1
901070,45,1,"Grove to Harry & Grove",,1,9607,shp-45-03,1,1
2232070,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,9407,shp-46-51,1,1
1712070,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,9407,shp-46-51,1,1
1944010,31,2,"Dexter Ave to Blake Transit Ctr",,0,11101,shp-31-04,1,1
2289020,4,3,"Washtenaw to BTC",,0,5602,shp-4-06,1,1
167010,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3101,shp-25-52,1,1
265010,42,2,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,8701,shp-42-52,1,1
2608020,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3702,shp-30-05,1,1
617010,32,2,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
1729020,63,3,"U-M - Pontiac to Central Campus Transit Center",,0,12802,shp-63-05,1,1
1946010,46,2,"Paint Creek to Ypsilanti Transit Ctr",,0,8501,shp-46-51,1,1
1678070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11207,shp-6-51,1,1
3310020,62,3,"U-M - State to Central Campus Transit Ctr",,1,12702,shp-62-08,1,1
1186020,67,3,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,11102,shp-67-05,1,1
4244020,4,3,"Washtenaw to YTC",,1,6302,shp-4-55,1,1
1202010,26,2,"Scio Church to Scio Ridge",,1,10301,shp-26-02,1,1
2447020,4,3,"Washtenaw to BTC",,0,5802,shp-4-06,1,1
2097020,23,3,"Plymouth to Blake Transit Ctr",,0,2202,shp-23-06,1,1
2673020,6,3,"Ellsworth to Blake Transit Ctr",,0,11102,shp-6-11,1,1
2089010,43,2,"E Michigan Ave to Holmes & Ridge",,1,10101,shp-43-02,1,1
427070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9807,shp-5-07,1,1
1929020,25,3,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,2502,shp-25-52,1,1
1995020,5,3,"A Packard to BTC",,0,10902,shp-5-01,1,1
355070,22,1,"Pontiac - Dhu Varren to BTC",,0,507,shp-22-01,1,1
3314020,4,3,"Washtenaw to YTC",,1,5402,shp-4-55,1,1
2343070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3007,shp-27-04,1,1
1129070,67,1,"EISENHOWER-GOLFSIDE TO WCC",,1,13807,shp-67-04,1,1
2224020,25,3,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,2702,shp-25-52,1,1
2005070,28,1,"Pauline to Maple & Pennsylvania",,1,3107,shp-28-12,1,1
1474020,45,3,"Grove to Harry & Grove",,1,6902,shp-45-03,1,1
199020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,302,shp-104-52,1,1
1606020,4,3,"Washtenaw to YTC",,1,5802,shp-4-55,1,1
2048070,28,1,"28 Pauline to BTC",,0,3107,shp-28-10,1,1
4153010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8401,shp-42-03,1,1
1312010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8601,shp-42-03,1,1
473020,66,3,"Carpenter - Huron Pkwy to Green Rd P&R",,1,10302,shp-66-10,1,1
4163020,6,3,"Ellsworth to Briarwood mall",,1,11602,shp-6-64,1,1
1266070,45,1,"Grove to Harry & Grove",,1,9407,shp-45-03,1,1
140070,25,1,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3207,shp-25-09,1,1
1133070,5,1,"A Packard to BTC",,0,9807,shp-5-01,1,1
629070,22,1,"Pontiac - Dhu Varren to BTC",,0,507,shp-22-01,1,1
2617020,62,3,"U-M - State St to Wolverine Tower",,0,12502,shp-62-54,1,1
138020,4,3,"Washtenaw to BTC",,0,6402,shp-4-06,1,1
2689010,32,2,"Miller - Maple to Blake Transit Ctr",,0,4401,shp-32-06,1,1
3704010,5,2,"B Packard to BTC",,0,10401,shp-5-02,1,1
3578070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4607,shp-32-55,1,1
736020,34,3,"Maple - Dexter to Miller Rd P&R",,1,5002,shp-34-51,1,1
488020,23,3,"Plymouth to Plymouth Rd P&R",,1,1902,shp-23-60,1,1
2846070,45,1,"Grove to Ypsilanti Transit Ctr",,0,9207,shp-45-51,1,1
131020,66,3,"Carpenter - Huron Pkwy to Green Rd P&R",,1,10602,shp-66-10,1,1
4221020,66,3,"Carpenter - Huron Pkwy to Meijer",,0,10202,shp-66-51,1,1
2391020,28,3,"Pauline to Maple & Pennsylvania",,1,2002,shp-28-12,1,1
3574020,65,3,"U-M - Downtown - Green to Glacier Hills",,1,12102,shp-65-53,1,1
977020,45,3,"Grove to Ypsilanti Transit Ctr",,0,7602,shp-45-51,1,1
1167020,45,3,"Grove to Harry & Grove",,1,7102,shp-45-03,1,1
49070,31,1,"Dexter Ave to Blake Transit Ctr",,0,4407,shp-31-04,1,1
1415070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11207,shp-6-51,1,1
1783010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8401,shp-42-03,1,1
2548070,42,1,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,9607,shp-42-52,1,1
3738070,6,1,"Ellsworth to BTC",,0,11307,shp-6-01,1,1
1971020,43,3,"E Michigan Ave to Holmes & Ridge",,1,8002,shp-43-02,1,1
2475020,26,3,"Scio Church to Scio Ridge",,1,1002,shp-26-02,1,1
1846020,6,3,"Ellsworth to Blake Transit Ctr",,0,11402,shp-6-11,1,1
2601070,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,9307,shp-46-51,1,1
3093020,31,3,"Dexter Ave to Blake Transit Ctr",,0,802,shp-31-04,1,1
2809070,29,1,"Liberty to Scio Ridge",,1,4907,shp-29-51,1,1
2525070,31,1,"Dexter Ave to Jackson & Wagnor",,1,4407,shp-31-51,1,1
4124020,28,3,"28 Pauline to BTC",,0,2502,shp-28-10,1,1
1079070,27,1,"W. Stadium - Oak Valley to Meijer",,1,3107,shp-27-52,1,1
169070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,407,shp-22-04,1,1
4035020,4,3,"Washtenaw to YTC",,1,5602,shp-4-55,1,1
2371020,4,3,"Washtenaw to BTC",,0,5602,shp-4-06,1,1
1196010,46,2,"Huron Paint Creek to Huron River + Textile",,1,8401,shp-46-02,1,1
2169020,5,3,"B Packard to BTC",,0,10702,shp-5-02,1,1
2304070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13407,shp-66-08,1,1
431070,44,1,"44 Ecorse Tyler to YTC",,0,9507,shp-44-52,1,1
4168020,30,3,"Jackson Rd to BTC",,0,3602,shp-30-51,1,1
1178070,5,1,"A Packard to BTC",,0,9707,shp-5-01,1,1
3521020,4,3,"Washtenaw to YTC",,1,5602,shp-4-55,1,1
2266070,5,1,"A Packard to BTC",,0,9807,shp-5-01,1,1
2701020,5,3,"A Packard to BTC",,0,10902,shp-5-01,1,1
727020,61,3,"U-M Miller to Miller Rd P+R",,1,12102,shp-61-51,1,1
1820020,6,3,"Ellsworth to BTC",,0,11202,shp-6-01,1,1
3284070,47,1,"47 Harriet Michigan to YTC",,0,8107,shp-47-51,1,1
1399020,23,3,"Plymouth to Blake Transit Ctr",,0,2202,shp-23-06,1,1
2588020,4,3,"Washtenaw to YTC",,1,5802,shp-4-55,1,1
733020,63,3,"U-M - Pontiac to Central Campus Transit Center",,0,13102,shp-63-05,1,1
2522070,3,1," Huron River to BTC",,0,4307,shp-3-03,1,1
1090070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13407,shp-66-58,1,1
3787020,25,3,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2502,shp-25-09,1,1
1994070,43,1,"E Michigan Ave to Holmes & Ridge",,1,8007,shp-43-02,1,1
27010,45,2,"Grove to Harry & Grove",,1,8501,shp-45-03,1,1
1493020,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,3502,shp-22-04,1,1
1918020,67,3,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,11402,shp-67-02,1,1
2769020,31,3,"Dexter Ave to Blake Transit Ctr",,0,1302,shp-31-04,1,1
4211010,32,2,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
2631070,31,1,"Dexter Ave to Blake Transit Ctr",,0,4607,shp-31-04,1,1
4217010,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3101,shp-25-52,1,1
1409020,67,3,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,11402,shp-67-05,1,1
1538070,23,1,"Plymouth to Green Rd P&R",,1,3407,shp-23-61,1,1
3755070,26,1,"Scio Church to Scio Ridge",,1,4807,shp-26-02,1,1
1015020,5,3,"Packard to Ypsilanti Transit Ctr",,1,11002,shp-5-07,1,1
3445010,42,2,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,8701,shp-42-52,1,1
834010,45,2,"Grove to Ypsilanti Transit Ctr",,0,8401,shp-45-51,1,1
3591020,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2702,shp-27-04,1,1
3147010,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3101,shp-27-04,1,1
808010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8401,shp-42-03,1,1
3143010,28,2,"28 Pauline to BTC",,0,3001,shp-28-10,1,1
2876070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8107,shp-47-02,1,1
3583020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8202,shp-47-02,1,1
151020,29,3,"Liberty to Blake Transit Ctr",,0,1002,shp-29-01,1,1
807020,4,3,"Washtenaw to YTC",,1,6102,shp-4-55,1,1
3246070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11307,shp-6-51,1,1
4220070,46,1,"Huron Paint Creek to Huron River + Textile",,1,9207,shp-46-02,1,1
3283070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8007,shp-47-02,1,1
1646010,28,2,"Pauline to Maple & Pennsylvania",,1,3001,shp-28-12,1,1
3380070,30,1,"Jackson Rd to Meijer: Jackson Rd",,1,3507,shp-30-05,1,1
183010,67,2,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13601,shp-67-05,1,1
1737020,62,3,"62 UM State to CCTC",,1,12402,shp-62-06,1,1
3633070,28,1,"Pauline to Maple & Pennsylvania",,1,3007,shp-28-12,1,1
322010,43,2,"E Michigan Ave to Holmes & Ridge",,1,10001,shp-43-02,1,1
1551010,30,2,"Jackson Rd to BTC",,0,3501,shp-30-51,1,1
1601010,47,2,"47 Harriet Michigan to YTC",,0,10001,shp-47-51,1,1
417070,25,1,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3007,shp-25-09,1,1
2929070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9907,shp-5-07,1,1
1644070,28,1,"28 Pauline to BTC",,0,3107,shp-28-10,1,1
2004020,33,3,"Newport to Blake Transit Ctr",,0,3302,shp-33-01,1,1
2559070,4,1,"Washtenaw to YTC",,1,5307,shp-4-55,1,1
4077070,4,1,"Washtenaw to YTC",,1,5307,shp-4-55,1,1
1963020,31,3,"Dexter Ave to Jackson & Wagnor",,1,1102,shp-31-51,1,1
3085010,28,2,"28 Pauline to BTC",,0,3001,shp-28-10,1,1
3343010,26,2,"Scio Church to BTC",,0,10301,shp-26-01,1,1
1448010,43,2,"E Michigan Ave to Holmes & Ridge",,1,10001,shp-43-02,1,1
3983020,4,3,"Washtenaw to YTC",,1,5702,shp-4-55,1,1
4251010,26,2,"Scio Church to Scio Ridge",,1,10201,shp-26-02,1,1
4131070,23,1,"Plymouth to Blake Transit Ctr",,0,3307,shp-23-08,1,1
738020,5,3,"B Packard to BTC",,0,10802,shp-5-02,1,1
2344070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13507,shp-66-08,1,1
2468020,5,3,"Packard to Meijer: Carpenter Rd",,1,10402,shp-5-08,1,1
1526020,67,3,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,11502,shp-67-03,1,1
1467070,31,1,"Dexter Ave to Jackson & Wagnor",,1,4407,shp-31-51,1,1
4099070,31,1,"Dexter Ave to Jackson & Wagnor",,1,4407,shp-31-51,1,1
1137070,46,1,"Huron Paint Creek to Huron River + Textile",,1,9307,shp-46-02,1,1
2377010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8401,shp-42-03,1,1
1134070,45,1,"Grove to Ypsilanti Transit Ctr",,0,9607,shp-45-51,1,1
1779020,66,3,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,10402,shp-66-58,1,1
2030020,4,3,"Washtenaw to YTC",,1,5202,shp-4-55,1,1
3155020,22,3,"Pontiac - Dhu Varren to BTC",,0,3302,shp-22-01,1,1
2300010,45,2,"Grove to Harry & Grove",,1,8401,shp-45-03,1,1
607020,33,3,"Newport to Blake Transit Ctr",,0,3602,shp-33-01,1,1
622070,26,1,"Scio Church to Scio Ridge",,1,4707,shp-26-02,1,1
754010,27,2,"W. Stadium - Oak Valley to Meijer",,1,3001,shp-27-52,1,1
2202020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2502,shp-27-52,1,1
3726020,32,3,"Miller - Maple to Pennsylvania & Maple",,1,802,shp-32-54,1,1
3346020,25,3,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,2502,shp-25-52,1,1
2124020,64,3,"Geddes - E. Stadium to Central Campus Transit Ctr",,0,13102,shp-64-02,1,1
2094010,67,2,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13601,shp-67-05,1,1
719070,31,1,"Dexter Ave to Blake Transit Ctr",,0,4407,shp-31-04,1,1
2905020,31,3,"Dexter Ave to Jackson & Wagnor",,1,802,shp-31-51,1,1
623070,3,1," Huron River to BTC",,0,4107,shp-3-03,1,1
1796020,65,3,"U-M - Downtown - Green to CCTC",,0,12302,shp-65-03,1,1
3750020,28,3,"28 Pauline to BTC",,0,1502,shp-28-10,1,1
975010,5,2,"B Packard to BTC",,0,10401,shp-5-02,1,1
1302010,45,2,"Grove to Harry & Grove",,1,9001,shp-45-03,1,1
3644020,66,3,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,10402,shp-66-58,1,1
2501020,25,3,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2602,shp-25-09,1,1
983020,46,3,"Huron-Paint Creek to Ypsilanti Transit Ctr",,0,7102,shp-46-56,1,1
3058070,26,1,"Scio Church to Scio Ridge",,1,4807,shp-26-02,1,1
342020,22,3,"Pontiac - Dhu Varren to BTC",,0,3602,shp-22-01,1,1
919020,26,3,"Scio Church to BTC",,0,902,shp-26-01,1,1
2786070,26,1,"Scio Church to BTC",,0,4707,shp-26-01,1,1
3100010,44,2,"44 Ecorse Tyler to YTC",,0,8301,shp-44-52,1,1
1378010,27,2,"W. Stadium - Oak Valley to Meijer",,1,3101,shp-27-52,1,1
1094070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,507,shp-22-04,1,1
4132070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11407,shp-6-51,1,1
3816020,23,3,"Plymouth to Blake Transit Ctr",,0,2302,shp-23-06,1,1
3384010,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3101,shp-25-52,1,1
2511020,28,3,"Pauline to Maple & Pennsylvania",,1,2202,shp-28-12,1,1
1072010,28,2,"Pauline to Maple & Pennsylvania",,1,2901,shp-28-12,1,1
2253070,30,1,"Jackson Rd to Meijer: Jackson Rd",,1,3607,shp-30-05,1,1
177020,6,3,"Ellsworth to Blake Transit Ctr",,0,11602,shp-6-11,1,1
2613010,26,2,"Scio Church to BTC",,0,10501,shp-26-01,1,1
2772070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4607,shp-32-55,1,1
709070,4,1,"Washtenaw to YTC",,1,5407,shp-4-55,1,1
3454020,5,3,"Packard to Ypsilanti Transit Ctr",,1,10702,shp-5-07,1,1
2897020,68,3,"Harris - Ford to Holmes & Ridge",,0,8102,shp-68-51,1,1
570070,45,1,"Grove to Harry & Grove",,1,9707,shp-45-03,1,1
128020,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,3902,shp-22-04,1,1
2240070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13407,shp-66-08,1,1
1164020,3,3," Huron River to YTC",,1,7602,shp-3-53,1,1
2893070,32,1,"Miller - Maple to Blake Transit Ctr",,0,4607,shp-32-06,1,1
456020,30,3,"Jackson Rd to BTC",,0,3702,shp-30-51,1,1
2503020,44,3,"44 Ecorse Tyler to West Willow",,1,6902,shp-44-02,1,1
3168070,4,1,"Washtenaw to BTC",,0,5407,shp-4-06,1,1
2606020,63,3,"U-M - Pontiac to Food Gatherers",,1,13302,shp-63-51,1,1
3322020,34,3,"Maple - Dexter to Blake Transit Ctr",,0,5002,shp-34-01,1,1
4288020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8202,shp-47-02,1,1
3868020,62,3,"U-M - State St to Wolverine Tower",,0,12402,shp-62-54,1,1
3569010,45,2,"Grove to Ypsilanti Transit Ctr",,0,8501,shp-45-51,1,1
2082020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,102,shp-104-52,1,1
1548020,62,3,"62 UM State to CCTC",,1,12602,shp-62-06,1,1
4196010,31,2,"Dexter Ave to Jackson & Wagnor",,1,11401,shp-31-51,1,1
3626020,33,3,"Newport to Warrington & Newport",,1,3702,shp-33-51,1,1
1975020,6,3,"Ellsworth to Briarwood mall",,1,11402,shp-6-64,1,1
2656020,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2502,shp-27-04,1,1
672070,31,1,"Dexter Ave to Jackson & Wagnor",,1,4407,shp-31-51,1,1
2584010,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3001,shp-25-09,1,1
735070,28,1,"28 Pauline to BTC",,0,2907,shp-28-10,1,1
4175010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8501,shp-42-03,1,1
444020,42,3,"Forest - MacArthur to MacArthur & Harris",,1,7202,shp-42-03,1,1
3484010,5,2,"B Packard to BTC",,0,10201,shp-5-02,1,1
2826020,61,3,"U-M Miller to Central Campus Transit Ctr",,0,12202,shp-61-02,1,1
2942020,62,3,"62 UM State to CCTC",,1,12402,shp-62-06,1,1
1850020,29,3,"Liberty to Blake Transit Ctr",,0,902,shp-29-01,1,1
225070,3,1," Huron River to YTC",,1,4007,shp-3-53,1,1
33070,3,1," Huron River to YTC",,1,4307,shp-3-53,1,1
795070,27,1,"W. Stadium - Oak Valley to Meijer",,1,3207,shp-27-52,1,1
712020,3,3," Huron River to BTC",,0,7602,shp-3-03,1,1
3465020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11302,shp-6-51,1,1
73020,23,3,"Plymouth to Blake Transit Ctr",,0,1902,shp-23-06,1,1
1109020,62,3,"U-M - State St to Wolverine Tower",,0,12702,shp-62-54,1,1
2284020,42,3,"Forest - MacArthur to MacArthur & Harris",,1,6902,shp-42-03,1,1
1070,23,1,"Plymouth to Green Rd P&R",,1,3407,shp-23-61,1,1
170020,32,3,"Miller - Maple to Blake Transit Ctr",,0,802,shp-32-06,1,1
3969020,62,3,"62 UM State to CCTC",,1,12402,shp-62-06,1,1
2039070,30,1,"Jackson Rd to BTC",,0,3307,shp-30-51,1,1
3845010,67,2,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,13701,shp-67-02,1,1
338070,23,1,"Plymouth to Green Rd P&R",,1,3407,shp-23-61,1,1
720020,31,3,"Dexter Ave to Blake Transit Ctr",,0,1102,shp-31-04,1,1
819020,61,3,"U-M Miller to Central Campus Transit Ctr",,0,12202,shp-61-02,1,1
120010,67,2,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,13801,shp-67-02,1,1
1486010,26,2,"Scio Church to Scio Ridge",,1,10201,shp-26-02,1,1
3145020,30,3,"Jackson Rd to BTC",,0,3702,shp-30-51,1,1
2794010,3,2," Huron River to YTC",,1,8801,shp-3-53,1,1
